OrderID,Region,VehicleType,WeatherCondition,Distance_Miles,OrderDate,Damaged_Flag,ExpectedDeliveryDate,ActualDeliveryDate
ORD-09007,South,Van,Fog,1129,2022-06-14,No,2022-06-18,2022-06-20
ORD-09008,North,Box Truck,Rain,1230,2022-07-11,No,2022-07-16,2022-07-16
ORD-09009,South,Box Truck,Fog,117,2022-05-03,No,2022-05-04,2022-05-06
ORD-09010,East,Van,Rain,1079,2023-12-02,No,2023-12-06,2023-12-06
ORD-09011,North,Van,Clear,1219,2022-07-08,No,2022-07-13,2022-07-13
ORD-09012,North,Van,Clear,463,2023-05-18,No,2023-05-20,2023-05-21
ORD-09013,South,Semi-Trailer,Clear,332,2023-09-04,No,2023-09-06,2023-09-06
ORD-09014,South,Van,Rain,294,2022-04-08,No,2022-04-09,2022-04-09
ORD-09015,North,Semi-Trailer,Fog,1116,2023-10-19,No,2023-10-23,2023-10-28
ORD-09016,East,Semi-Trailer,Clear,659,2023-07-22,No,2023-07-25,2023-07-25
ORD-09017,South,Box Truck,Rain,1360,2022-09-11,No,2022-09-16,2022-09-16
ORD-09018,South,Box Truck,Fog,758,2023-08-04,No,2023-08-07,2023-08-08
ORD-09019,West,Van,Clear,458,2022-04-10,No,2022-04-12,2022-04-14
ORD-09020,East,Box Truck,Snow,330,2022-01-23,No,2022-01-25,2022-01-27
ORD-09021,East,Van,Clear,1178,2022-10-08,No,2022-10-12,2022-10-13
ORD-09022,North,Semi-Trailer,Rain,287,2022-04-03,No,2022-04-04,2022-04-04
ORD-09023,East,Van,Clear,621,2023-08-20,No,2023-08-23,2023-08-23
ORD-09024,North,Box Truck,Clear,1047,2023-08-31,No,2023-09-04,2023-09-04
ORD-09025,West,Van,Clear,1295,2023-07-07,No,2023-07-12,2023-07-12
ORD-09026,East,Semi-Trailer,Fog,423,2022-02-20,No,2022-02-22,2022-02-25
ORD-09027,South,Van,Snow,503,2022-04-08,No,2022-04-10,2022-04-13
ORD-09028,West,Box Truck,Clear,56,2022-05-01,No,2022-05-02,2022-05-02
ORD-09029,North,Van,Fog,665,2023-06-23,No,2023-06-26,2023-06-29
ORD-09030,West,Van,Rain,1229,2023-01-25,No,2023-01-30,2023-01-30
ORD-09031,North,Box Truck,Snow,1323,2022-12-06,No,2022-12-11,2022-12-15
ORD-09032,West,Semi-Trailer,Clear,778,2023-07-16,,2023-07-19,2023-07-19
ORD-09033,North,Van,Clear,441,2023-02-12,No,2023-02-14,2023-02-14
ORD-09034,East,Semi-Trailer,Rain,1357,2023-04-30,No,2023-05-05,2023-05-05
ORD-09035,South,Box Truck,Clear,965,2022-01-29,No,2022-02-02,2022-02-02
ORD-09036,North,Semi-Trailer,Clear,1462,2022-07-10,No,2022-07-15,2022-07-15
ORD-09037,West,Van,Clear,1326,2022-01-26,No,2022-01-31,2022-02-01
ORD-09038,North,Van,Clear,386,2023-10-31,No,2023-11-02,2023-11-02
ORD-09039,North,Semi-Trailer,Clear,1117,2022-09-30,Yes,2022-10-04,2022-10-05
ORD-09040,North,Van,Fog,1406,2023-01-11,No,2023-01-16,2023-01-19
ORD-09041,West,Box Truck,Clear,1057,2023-05-19,No,2023-05-23,2023-05-23
ORD-09042,South,Van,Clear,918,2022-05-29,No,2022-06-02,2022-06-02
ORD-09043,East,Van,Clear,334,2023-06-14,No,2023-06-16,2023-06-19
ORD-09044,South,Box Truck,Rain,325,2022-01-04,No,2022-01-06,2022-01-06
ORD-09045,North,Box Truck,Rain,230,2023-11-06,No,2023-11-07,2023-11-08
ORD-09046,West,Box Truck,Rain,223,2022-02-10,No,2022-02-11,2022-02-11
ORD-09047,South,Van,Clear,854,2022-03-16,No,2022-03-19,2022-03-20
ORD-09048,North,Van,Clear,1118,2023-10-05,No,2023-10-09,2023-10-09
ORD-09049,East,Van,Rain,394,2023-08-19,No,2023-08-21,2023-08-21
ORD-09050,East,Van,Fog,1037,2023-05-10,No,2023-05-14,2023-05-20
ORD-09051,East,Semi-Trailer,Rain,1147,2023-04-21,Yes,2023-04-25,2023-04-25
ORD-09052,North,Box Truck,Clear,1248,2023-11-07,No,2023-11-12,2023-11-12
ORD-09053,West,Van,Clear,1369,2023-03-09,No,2023-03-14,2023-03-14
ORD-09054,South,Semi-Trailer,Clear,886,2023-07-04,,2023-07-07,2023-07-08
ORD-09055,East,Van,Rain,662,2022-05-18,No,2022-05-21,2022-05-21
ORD-09056,North,Box Truck,Clear,1200,2022-11-15,No,2022-11-20,2022-11-20
ORD-09057,North,Van,Clear,296,2022-06-17,No,2022-06-18,2022-06-18
ORD-09058,South,Box Truck,Clear,393,2022-09-24,No,2022-09-26,2022-09-28
ORD-09059,East,Van,Clear,1027,2022-08-09,No,2022-08-13,2022-08-13
ORD-09060,North,Van,Clear,856,2023-04-18,No,2023-04-21,2023-04-21
ORD-09061,South,Van,Clear,526,2023-11-13,No,2023-11-15,2023-11-15
ORD-09062,West,Van,Rain,136,2023-10-21,No,2023-10-22,2023-10-22
ORD-09063,West,Van,Clear,1466,2022-12-11,,2022-12-16,2022-12-16
ORD-09064,West,Van,Clear,1119,2022-01-07,No,2022-01-11,2022-01-11
ORD-09065,East,Van,Clear,1078,2023-02-27,,2023-03-03,2023-03-03
ORD-09066,South,Box Truck,Clear,632,2023-12-09,No,2023-12-12,2023-12-12
ORD-09067,South,Van,Rain,299,2023-11-08,No,2023-11-09,2023-11-10
ORD-09068,North,Box Truck,Clear,706,2023-07-03,No,2023-07-06,2023-07-06
ORD-09069,North,Van,Rain,1268,2022-04-07,No,2022-04-12,2022-04-12
ORD-09070,North,Semi-Trailer,Clear,166,2023-09-09,No,2023-09-10,2023-09-10
ORD-09071,South,Semi-Trailer,Snow,415,2023-06-15,No,2023-06-17,2023-06-21
ORD-09072,North,Van,Clear,1155,2022-04-19,No,2022-04-23,2022-04-23
ORD-09073,South,Box Truck,Clear,1257,2023-09-29,,2023-10-04,2023-10-04
ORD-09074,South,Van,Rain,886,2023-08-10,No,2023-08-13,2023-08-13
ORD-09075,West,Semi-Trailer,Clear,1056,2023-08-08,No,2023-08-12,2023-08-12
ORD-09076,North,Box Truck,Clear,206,2022-01-30,No,2022-01-31,2022-01-31
ORD-09077,West,Van,Rain,488,2022-02-22,No,2022-02-24,2022-02-24
ORD-09078,East,Van,Clear,294,2023-07-15,No,2023-07-16,2023-07-16
ORD-09079,East,Van,Clear,317,2023-11-18,,2023-11-20,2023-11-20
ORD-09080,East,Van,Clear,354,2023-05-10,No,2023-05-12,2023-05-12
ORD-09081,South,Box Truck,Fog,1030,2023-05-31,No,2023-06-04,
ORD-09082,South,Van,Snow,1000,2023-04-27,No,2023-05-01,2023-05-03
ORD-09083,South,Van,Clear,407,2023-12-01,No,2023-12-03,2023-12-03
ORD-09084,North,Van,Clear,794,2023-10-29,No,2023-11-01,2023-11-01
ORD-09085,West,Van,Clear,1497,2023-02-08,No,2023-02-13,2023-02-13
ORD-09086,South,Van,Clear,805,2022-02-14,No,2022-02-17,2022-02-17
ORD-09087,West,Semi-Trailer,Rain,1148,2023-11-08,No,2023-11-12,2023-11-12
ORD-09088,West,Van,Clear,645,2022-10-19,No,2022-10-22,2022-10-22
ORD-09089,West,Box Truck,Clear,459,2022-04-27,No,2022-04-29,2022-04-29
ORD-09090,North,Van,Fog,781,2022-05-07,No,2022-05-10,2022-05-12
ORD-09091,North,Van,Snow,1437,2023-03-31,No,2023-04-05,2023-04-09
ORD-09092,East,Box Truck,Rain,690,2023-07-14,No,2023-07-17,2023-07-17
ORD-09093,East,Van,Snow,557,2022-12-17,No,2022-12-19,2022-12-21
ORD-09094,West,Van,Rain,238,2023-04-29,No,2023-04-30,2023-05-01
ORD-09095,East,Box Truck,Clear,253,2022-11-16,No,2022-11-17,2022-11-17
ORD-09096,West,Van,Clear,74,2022-09-16,No,2022-09-17,2022-09-17
ORD-09097,North,Van,Clear,1270,2022-01-10,No,2022-01-15,2022-01-15
ORD-09098,North,Box Truck,Clear,955,2023-02-15,No,2023-02-19,2023-02-19
ORD-09099,North,Box Truck,Snow,1036,2022-12-20,No,2022-12-24,2022-12-25
ORD-09100,South,Van,Clear,1070,2023-03-27,No,2023-03-31,2023-04-01
ORD-09101,West,Van,Clear,1011,2022-03-07,No,2022-03-11,2022-03-11
ORD-09102,North,Van,Clear,1283,2023-03-19,No,2023-03-24,2023-03-24
ORD-09103,West,Van,Clear,12,2023-12-23,No,2023-12-24,
ORD-09104,East,Box Truck,Snow,1268,2022-04-25,No,2022-04-30,2022-05-01
ORD-09105,East,Semi-Trailer,Rain,1450,2023-02-27,No,2023-03-04,2023-03-04
ORD-09106,North,Semi-Trailer,Clear,964,2022-02-25,No,2022-03-01,2022-03-03
ORD-09107,West,Van,Clear,1284,2023-09-29,No,2023-10-04,2023-10-04
ORD-09108,North,Van,Rain,152,2022-05-20,Yes,2022-05-21,2022-05-21
ORD-09109,East,Box Truck,Rain,1089,2023-08-18,No,2023-08-22,2023-08-22
ORD-09110,North,Van,Clear,70,2022-06-07,No,2022-06-08,2022-06-11
ORD-09111,West,Box Truck,Fog,77,2022-04-17,No,2022-04-18,2022-04-20
ORD-09112,East,Box Truck,Fog,88,2022-03-27,No,2022-03-28,2022-04-01
ORD-09113,South,Semi-Trailer,Fog,1360,2023-08-24,No,2023-08-29,2023-09-02
ORD-09114,East,Van,Rain,376,2022-05-09,No,2022-05-11,2022-05-11
ORD-09115,South,Van,Fog,967,2023-01-23,No,2023-01-27,2023-01-31
ORD-09116,North,Semi-Trailer,Clear,535,2023-08-25,No,2023-08-27,2023-08-27
ORD-09117,North,Box Truck,Snow,399,2023-06-01,No,2023-06-03,2023-06-10
ORD-09118,West,Semi-Trailer,Fog,1322,2023-09-02,No,2023-09-07,2023-09-09
ORD-09119,South,Van,Fog,530,2023-10-13,No,2023-10-15,2023-10-16
ORD-09120,North,Box Truck,Snow,262,2022-12-01,No,2022-12-02,
ORD-09121,South,Box Truck,Clear,1128,2022-09-28,No,2022-10-02,2022-10-02
ORD-09122,North,Van,Clear,12,2023-03-29,No,2023-03-30,2023-03-30
ORD-09123,East,Box Truck,Clear,705,2023-04-01,No,2023-04-04,2023-04-06
ORD-09124,North,Box Truck,Rain,55,2023-08-18,No,2023-08-19,2023-08-19
ORD-09125,West,Van,Clear,662,2023-09-16,No,2023-09-19,2023-09-19
ORD-09126,East,Van,Clear,534,2022-08-05,No,2022-08-07,2022-08-07
ORD-09127,West,Box Truck,Clear,427,2022-09-04,No,2022-09-06,2022-09-06
ORD-09128,East,Van,Rain,1011,2022-10-18,No,2022-10-22,2022-10-22
ORD-09129,South,Semi-Trailer,Fog,1076,2022-02-10,No,2022-02-14,2022-02-17
ORD-09130,West,Van,Rain,905,2022-12-08,No,2022-12-12,2022-12-12
ORD-09131,North,Van,Rain,705,2023-10-17,No,2023-10-20,2023-10-21
ORD-09132,South,Semi-Trailer,Clear,568,2023-08-12,No,2023-08-14,2023-08-14
ORD-09133,North,Semi-Trailer,Snow,940,2023-02-13,No,2023-02-17,2023-02-23
ORD-09134,East,Van,Clear,1239,2023-04-20,Yes,2023-04-25,2023-04-25
ORD-09135,East,Box Truck,Clear,1308,2022-11-15,No,2022-11-20,2022-11-20
ORD-09136,North,Van,Fog,604,2022-06-27,No,2022-06-30,2022-07-03
ORD-09137,North,Van,Rain,1130,2022-03-10,No,2022-03-14,2022-03-14
ORD-09138,South,Van,Rain,1212,2022-09-12,No,2022-09-17,2022-09-17
ORD-09139,North,Van,Clear,876,2022-01-28,No,2022-01-31,2022-01-31
ORD-09140,West,Semi-Trailer,Clear,1181,2023-04-16,No,2023-04-20,2023-04-23
ORD-09141,West,Box Truck,Clear,393,2022-04-29,No,2022-05-01,2022-05-01
ORD-09142,North,Semi-Trailer,Clear,1105,2022-10-06,No,2022-10-10,2022-10-10
ORD-09143,West,Box Truck,Clear,226,2022-02-06,No,2022-02-07,2022-02-07
ORD-09144,North,Van,Clear,842,2023-11-29,Yes,2023-12-02,2023-12-02
ORD-09145,South,Box Truck,Clear,815,2023-09-29,No,2023-10-02,2023-10-02
ORD-09146,West,Semi-Trailer,Rain,1466,2022-08-16,No,2022-08-21,2022-08-21
ORD-09147,West,Box Truck,Fog,1066,2022-05-05,No,2022-05-09,2022-05-11
ORD-09148,North,Box Truck,Rain,790,2023-12-15,No,2023-12-18,2023-12-18
ORD-09149,West,Semi-Trailer,Snow,225,2022-11-13,No,2022-11-14,2022-11-15
ORD-09150,East,Van,Clear,110,2022-09-24,No,2022-09-25,2022-09-25
ORD-09151,South,Box Truck,Rain,479,2023-07-24,No,2023-07-26,2023-07-26
ORD-09152,South,Semi-Trailer,Clear,189,2022-08-12,No,2022-08-13,2022-08-15
ORD-09153,West,Semi-Trailer,Clear,648,2022-02-08,Yes,2022-02-11,2022-02-11
ORD-09154,West,Van,Clear,1366,2022-02-14,No,2022-02-19,2022-02-19
ORD-09155,East,Box Truck,Clear,1493,2023-10-01,No,2023-10-06,2023-10-06
ORD-09156,East,Box Truck,Rain,386,2022-01-29,No,2022-01-31,2022-01-31
ORD-09157,West,Van,Clear,690,2022-09-01,No,2022-09-04,2022-09-04
ORD-09158,West,Box Truck,Snow,826,2023-05-04,No,2023-05-07,2023-05-09
ORD-09159,East,Van,Fog,1168,2023-04-20,No,2023-04-24,2023-04-28
ORD-09160,North,Van,Clear,1443,2023-06-26,No,2023-07-01,2023-07-01
ORD-09161,East,Van,Clear,1188,2022-10-21,No,2022-10-25,2022-10-25
ORD-09162,North,Box Truck,Rain,289,2022-02-10,No,2022-02-11,2022-02-14
ORD-09163,South,Van,Clear,1232,2022-07-14,No,2022-07-19,2022-07-21
ORD-09164,South,Van,Clear,858,2023-02-16,No,2023-02-19,2023-02-19
ORD-09165,East,Van,Snow,762,2022-02-10,No,2022-02-13,2022-02-14
ORD-09166,North,Van,Fog,1450,2023-03-26,No,2023-03-31,2023-04-03
ORD-09167,East,Van,Rain,1131,2023-01-10,No,2023-01-14,2023-01-15
ORD-09168,East,Van,Clear,259,2022-08-29,No,2022-08-30,2022-09-02
ORD-09169,North,Box Truck,Clear,923,2022-08-01,No,2022-08-05,
ORD-09170,East,Box Truck,Clear,1138,2023-03-03,No,2023-03-07,2023-03-09
ORD-09171,South,Van,Clear,782,2022-09-01,No,2022-09-04,2022-09-05
ORD-09172,West,Van,Clear,650,2022-05-23,No,2022-05-26,2022-05-26
ORD-09173,West,Box Truck,Clear,336,2022-10-02,No,2022-10-04,2022-10-04
ORD-09174,East,Van,Fog,899,2022-06-15,No,2022-06-18,2022-06-21
ORD-09175,North,Semi-Trailer,Rain,780,2022-06-25,No,2022-06-28,2022-06-28
ORD-09176,North,Box Truck,Rain,386,2022-02-21,No,2022-02-23,2022-02-23
ORD-09177,South,Van,Fog,1048,2022-04-29,No,2022-05-03,2022-05-05
ORD-09178,North,Van,Clear,705,2023-03-13,No,2023-03-16,2023-03-16
ORD-09179,North,Box Truck,Clear,490,2022-11-17,,2022-11-19,2022-11-19
ORD-09180,South,Van,Snow,1049,2023-02-23,No,2023-02-27,2023-03-01
ORD-09181,East,Van,Fog,584,2022-01-15,No,2022-01-17,2022-01-21
ORD-09182,West,Van,Clear,494,2023-08-23,No,2023-08-25,2023-08-25
ORD-09183,South,Box Truck,Clear,1312,2023-02-10,No,2023-02-15,2023-02-15
ORD-09184,East,Box Truck,Rain,1366,2022-06-15,,2022-06-20,2022-06-20
ORD-09185,South,Van,Clear,949,2022-08-31,No,2022-09-04,2022-09-05
ORD-09186,East,Box Truck,Clear,266,2023-01-06,Yes,2023-01-07,2023-01-08
ORD-09187,South,Van,Clear,1218,2022-01-19,No,2022-01-24,2022-01-24
ORD-09188,East,Box Truck,Fog,36,2023-11-01,No,2023-11-02,2023-11-06
ORD-09189,South,Van,Clear,1058,2022-09-18,No,2022-09-22,2022-09-22
ORD-09190,East,Box Truck,Snow,1095,2023-11-09,No,2023-11-13,2023-11-16
ORD-09191,South,Semi-Trailer,Clear,242,2023-11-22,No,2023-11-23,2023-11-24
ORD-09192,West,Van,Clear,1497,2022-01-09,No,2022-01-14,2022-01-14
ORD-09193,West,Van,Fog,358,2022-10-14,No,2022-10-16,2022-10-18
ORD-09194,North,Van,Clear,1319,2022-12-15,No,2022-12-20,2022-12-23
ORD-09195,East,Van,Clear,423,2022-05-18,No,2022-05-20,2022-05-20
ORD-09196,South,Van,Clear,415,2022-01-20,No,2022-01-22,2022-01-22
ORD-09197,East,Semi-Trailer,Rain,1414,2022-10-31,No,2022-11-05,2022-11-05
ORD-09198,West,Semi-Trailer,Clear,1203,2022-11-07,No,2022-11-12,2022-11-12
ORD-09199,East,Van,Clear,1323,2022-11-22,Yes,2022-11-27,2022-11-27
ORD-09200,South,Box Truck,Rain,968,2022-07-03,No,2022-07-07,2022-07-07
ORD-09201,East,Box Truck,Clear,525,2023-07-26,No,2023-07-28,2023-07-28
ORD-09202,South,Box Truck,Clear,1019,2023-03-21,No,2023-03-25,2023-03-25
ORD-09203,West,Van,Rain,296,2022-11-13,No,2022-11-14,2022-11-14
ORD-09204,West,Van,Clear,316,2022-12-22,Yes,2022-12-24,2022-12-24
ORD-09205,West,Van,Clear,571,2022-06-25,No,2022-06-27,2022-06-27
ORD-09206,North,Van,Rain,791,2022-06-05,Yes,2022-06-08,2022-06-09
ORD-09207,West,Box Truck,Fog,1041,2023-07-22,Yes,2023-07-26,2023-07-30
ORD-09208,East,Box Truck,Clear,366,2023-03-14,No,2023-03-16,2023-03-18
ORD-09209,North,Van,Clear,590,2022-07-05,No,2022-07-07,2022-07-07
ORD-09210,West,Van,Rain,148,2022-02-19,No,2022-02-20,2022-02-21
ORD-09211,East,Semi-Trailer,Clear,1281,2022-02-01,No,2022-02-06,2022-02-06
ORD-09212,East,Box Truck,Clear,1216,2022-12-28,No,2023-01-02,2023-01-04
ORD-09213,East,Semi-Trailer,Clear,432,2023-10-10,No,2023-10-12,2023-10-12
ORD-09214,South,Van,Rain,406,2023-02-19,No,2023-02-21,2023-02-21
ORD-09215,North,Box Truck,Clear,841,2023-08-07,No,2023-08-10,2023-08-10
ORD-09216,East,Box Truck,Snow,314,2022-03-13,No,2022-03-15,2022-03-17
ORD-09217,South,Semi-Trailer,Rain,1052,2022-10-26,No,2022-10-30,2022-10-31
ORD-09218,West,Van,Clear,1416,2022-07-16,No,2022-07-21,2022-07-21
ORD-09219,East,Van,Clear,235,2023-11-26,No,2023-11-27,2023-11-27
ORD-09220,South,Van,Fog,1263,2023-10-06,No,2023-10-11,2023-10-13
ORD-09221,East,Semi-Trailer,Clear,860,2023-10-13,No,2023-10-16,2023-10-16
ORD-09222,North,Semi-Trailer,Clear,504,2022-09-27,No,2022-09-29,2022-09-29
ORD-09223,North,Semi-Trailer,Rain,636,2023-01-13,No,2023-01-16,2023-01-16
ORD-09224,West,Semi-Trailer,Clear,1392,2022-02-16,No,2022-02-21,2022-02-21
ORD-09225,East,Van,Clear,1406,2022-01-13,No,2022-01-18,2022-01-19
ORD-09226,South,Van,Clear,1111,2022-10-02,No,2022-10-06,2022-10-06
ORD-09227,West,Van,Clear,336,2022-08-22,No,2022-08-24,2022-08-24
ORD-09228,East,Van,Clear,1309,2022-03-07,Yes,2022-03-12,2022-03-12
ORD-09229,West,Semi-Trailer,Snow,1385,2022-12-14,No,2022-12-19,2022-12-21
ORD-09230,South,Semi-Trailer,Fog,1215,2022-11-26,No,2022-12-01,2022-12-02
ORD-09231,West,Van,Clear,514,2023-06-30,,2023-07-02,2023-07-02
ORD-09232,West,Box Truck,Clear,616,2022-07-03,No,2022-07-06,2022-07-09
ORD-09233,West,Semi-Trailer,Clear,1422,2023-10-19,No,2023-10-24,2023-10-26
ORD-09234,East,Van,Clear,616,2023-09-16,,2023-09-19,2023-09-19
ORD-09235,South,Van,Clear,1368,2022-11-06,No,2022-11-11,2022-11-11
ORD-09236,North,Van,Clear,1013,2022-03-17,No,2022-03-21,2022-03-21
ORD-09237,East,Van,Fog,1479,2023-09-21,No,2023-09-26,2023-10-01
ORD-09238,North,Box Truck,Clear,518,2022-04-02,No,2022-04-04,2022-04-04
ORD-09239,North,Van,Clear,666,2023-05-22,Yes,2023-05-25,2023-05-27
ORD-09240,East,Van,Clear,1281,2023-07-13,No,2023-07-18,2023-07-18
ORD-09241,East,Semi-Trailer,Clear,1326,2022-02-21,No,2022-02-26,2022-02-26
ORD-09242,South,Box Truck,Snow,540,2023-03-19,No,2023-03-21,2023-03-24
ORD-09243,South,Van,Clear,1171,2022-01-21,,2022-01-25,2022-01-25
ORD-09244,West,Semi-Trailer,Fog,1378,2022-07-10,No,2022-07-15,2022-07-16
ORD-09245,North,Van,Clear,46,2022-03-25,No,2022-03-26,2022-03-29
ORD-09246,South,Van,Rain,323,2023-08-13,No,2023-08-15,2023-08-15
ORD-09247,West,Semi-Trailer,Fog,229,2023-02-15,Yes,2023-02-16,2023-02-18
ORD-09248,South,Van,Clear,649,2023-02-25,No,2023-02-28,2023-02-28
ORD-09249,East,Box Truck,Clear,1176,2022-09-06,No,2022-09-10,2022-09-10
ORD-09250,South,Van,Rain,1437,2023-06-11,No,2023-06-16,2023-06-17
ORD-09251,North,Van,Clear,413,2023-07-15,No,2023-07-17,2023-07-20
ORD-09252,South,Box Truck,Rain,488,2022-12-26,No,2022-12-28,2022-12-28
ORD-09253,North,Van,Clear,731,2023-07-26,No,2023-07-29,2023-07-29
ORD-09254,East,Box Truck,Clear,946,2022-04-26,No,2022-04-30,2022-05-03
ORD-09255,North,Box Truck,Clear,833,2023-03-28,No,2023-03-31,2023-04-01
ORD-09256,South,Semi-Trailer,Fog,229,2022-07-01,No,2022-07-02,2022-07-09
ORD-09257,West,Box Truck,Clear,376,2023-03-28,Yes,2023-03-30,2023-03-30
ORD-09258,East,Van,Clear,1229,2023-12-09,No,2023-12-14,2023-12-14
ORD-09259,South,Semi-Trailer,Clear,993,2023-11-09,No,2023-11-13,2023-11-13
ORD-09260,East,Box Truck,Clear,693,2022-01-30,Yes,2022-02-02,2022-02-02
ORD-09261,East,Box Truck,Clear,978,2022-02-08,No,2022-02-12,2022-02-12
ORD-09262,South,Semi-Trailer,Clear,1065,2023-10-05,No,2023-10-09,2023-10-09
ORD-09263,South,Box Truck,Rain,1028,2023-02-01,No,2023-02-05,2023-02-07
ORD-09264,West,Van,Rain,1087,2023-03-24,No,2023-03-28,2023-03-28
ORD-09265,East,Box Truck,Clear,432,2023-06-07,No,2023-06-09,2023-06-09
ORD-09266,East,Van,Clear,1013,2023-03-19,No,2023-03-23,2023-03-23
ORD-09267,South,Van,Clear,243,2023-05-15,No,2023-05-16,2023-05-16
ORD-09268,North,Box Truck,Rain,838,2022-09-17,No,2022-09-20,2022-09-20
ORD-09269,South,Van,Clear,752,2023-03-30,No,2023-04-02,2023-04-02
ORD-09270,East,Van,Clear,1143,2022-12-25,No,2022-12-29,2022-12-30
ORD-09271,South,Van,Clear,996,2022-04-26,No,2022-04-30,2022-04-30
ORD-09272,West,Box Truck,Rain,888,2023-09-30,No,2023-10-03,2023-10-03
ORD-09273,North,Van,Fog,1133,2023-07-02,No,2023-07-06,2023-07-10
ORD-09274,South,Box Truck,Clear,1244,2023-05-15,Yes,2023-05-20,2023-05-20
ORD-09275,West,Van,Clear,742,2023-11-06,No,2023-11-09,2023-11-10
ORD-09276,East,Van,Clear,1436,2023-06-21,No,2023-06-26,2023-06-27
ORD-09277,South,Van,Clear,1183,2023-01-28,No,2023-02-01,2023-02-04
ORD-09278,East,Box Truck,Clear,684,2022-07-04,No,2022-07-07,2022-07-07
ORD-09279,West,Van,Fog,1427,2022-06-25,No,2022-06-30,2022-07-04
ORD-09280,East,Semi-Trailer,Clear,664,2022-03-17,Yes,2022-03-20,2022-03-20
ORD-09281,West,Semi-Trailer,Rain,267,2022-02-22,No,2022-02-23,2022-02-23
ORD-09282,West,Semi-Trailer,Clear,1278,2022-01-28,No,2022-02-02,2022-02-02
ORD-09283,West,Semi-Trailer,Snow,1011,2023-04-19,No,2023-04-23,2023-04-26
ORD-09284,South,Van,Clear,1183,2022-11-24,No,2022-11-28,2022-11-28
ORD-09285,East,Box Truck,Clear,633,2022-05-14,No,2022-05-17,2022-05-17
ORD-09286,East,Box Truck,Fog,108,2023-12-13,No,2023-12-14,2023-12-18
ORD-09287,North,Box Truck,Clear,1136,2022-03-05,No,2022-03-09,2022-03-09
ORD-09288,North,Semi-Trailer,Clear,21,2023-09-20,No,2023-09-21,2023-09-21
ORD-09289,North,Box Truck,Snow,1259,2022-11-29,No,2022-12-04,2022-12-05
ORD-09290,North,Semi-Trailer,Clear,822,2022-10-21,No,2022-10-24,2022-10-24
ORD-09291,East,Van,Clear,1475,2023-09-10,No,2023-09-15,2023-09-15
ORD-09292,West,Semi-Trailer,Snow,1181,2022-01-08,No,2022-01-12,2022-01-15
ORD-09293,West,Box Truck,Fog,188,2022-02-10,No,2022-02-11,2022-02-15
ORD-09294,South,Box Truck,Rain,1040,2023-10-24,No,2023-10-28,2023-10-28
ORD-09295,West,Van,Clear,161,2022-10-20,No,2022-10-21,2022-10-21
ORD-09296,East,Box Truck,Rain,844,2022-04-13,No,2022-04-16,2022-04-16
ORD-09297,East,Semi-Trailer,Rain,591,2023-11-11,No,2023-11-13,2023-11-13
ORD-09298,East,Van,Rain,1386,2023-08-26,No,2023-08-31,2023-08-31
ORD-09299,South,Box Truck,Snow,574,2023-06-23,No,2023-06-25,2023-06-30
ORD-09300,North,Van,Clear,1450,2022-09-24,No,2022-09-29,2022-09-29
ORD-09301,West,Semi-Trailer,Clear,205,2022-07-02,No,2022-07-03,2022-07-06
ORD-09302,East,Van,Rain,334,2023-09-26,No,2023-09-28,2023-09-29
ORD-09303,East,Van,Fog,491,2022-12-25,No,2022-12-27,2022-12-31
ORD-09304,North,Van,Clear,217,2023-09-20,No,2023-09-21,2023-09-21
ORD-09305,East,Box Truck,Fog,945,2022-09-09,,2022-09-13,2022-09-14
ORD-09306,West,Van,Fog,1336,2022-02-28,No,2022-03-05,2022-03-06
ORD-09307,South,Box Truck,Fog,1332,2022-06-29,No,2022-07-04,2022-07-07
ORD-09308,East,Semi-Trailer,Fog,966,2022-12-08,No,2022-12-12,2022-12-13
ORD-09309,West,Semi-Trailer,Snow,435,2022-10-23,No,2022-10-25,2022-10-30
ORD-09310,East,Van,Snow,1095,2022-07-21,No,2022-07-25,2022-07-30
ORD-09311,North,Semi-Trailer,Rain,1228,2023-11-18,No,2023-11-23,2023-11-25
ORD-09312,East,Box Truck,Clear,576,2023-08-25,No,2023-08-27,2023-08-27
ORD-09313,East,Van,Clear,1396,2023-04-19,No,2023-04-24,2023-04-24
ORD-09314,South,Van,Clear,627,2022-06-29,No,2022-07-02,2022-07-02
ORD-09315,North,Van,Clear,954,2022-12-05,No,2022-12-09,2022-12-09
ORD-09316,North,Semi-Trailer,Clear,1111,2023-10-25,No,2023-10-29,2023-11-01
ORD-09317,South,Van,Fog,896,2023-08-13,No,2023-08-16,2023-08-17
ORD-09318,East,Van,Rain,938,2023-09-27,,2023-10-01,2023-10-01
ORD-09319,West,Box Truck,Clear,293,2023-05-10,No,2023-05-11,2023-05-11
ORD-09320,North,Box Truck,Rain,1090,2022-08-14,No,2022-08-18,2022-08-18
ORD-09321,North,Box Truck,Clear,690,2022-11-17,No,2022-11-20,2022-11-20
ORD-09322,East,Box Truck,Clear,385,2023-04-20,No,2023-04-22,2023-04-22
ORD-09323,East,Van,Snow,385,2023-08-15,No,2023-08-17,2023-08-21
ORD-09324,North,Semi-Trailer,Clear,781,2022-05-11,No,2022-05-14,2022-05-14
ORD-09325,East,Van,Rain,797,2023-08-24,No,2023-08-27,2023-08-27
ORD-09326,West,Box Truck,Clear,382,2023-07-21,No,2023-07-23,2023-07-26
